RESPONSIBLE_DISTRICT,TX_SIGNED_HIGHWAY_RDBD_ID,TX_LENGTH_TOTAL,SEGMENT_COUNT,TX_CONDITION_SCORE,TX_DISTRESS_SCORE,TX_RIDE_SCORE,TX_AADT_CURRENT,TX_MAINTENANCE_COST_AMT
Corpus Christi,US0181 L,7.5,15,21.73,26.67,3.31,22723.67,756.6
Corpus Christi,US0181 R,6.0,12,34.0,41.67,3.03,22045.58,906.5
Corpus Christi,US0281 K,29.99,67,77.3,79.93,3.46,15104.06,3855.73
Corpus Christi,US0281 L,9.28,24,81.27,84.24,3.48,3734.36,3334.64
Corpus Christi,US0281 R,16.8,54,91.9,92.53,3.97,3201.25,1382.29
Dallas,BI0045FA,2.41,6,46.83,96.5,2.18,4223.83,332.24
Dallas,BI0045FK,0.5,1,25.0,74.0,2.0,7634.0,1000.0
Dallas,BI0045FL,5.09,15,96.11,98.8,3.63,4931.6,143.83
Dallas,BI0045FR,4.81,15,91.89,96.98,3.73,6131.51,200.15
Dallas,BI0045FX,2.42,6,80.35,96.34,2.41,3616.46,293.38
Dallas,BI0045HK,1.1,2,85.91,85.91,2.85,2281.82,242.45
Dallas,BI0045JK,18.58,53,86.45,98.51,2.88,3540.83,744.34
Dallas,BS0031DK,3.46,7,83.27,93.08,3.07,20760.38,2590.78
Dallas,BS0034AK,0.01,1,84.0,100.0,2.9,3312.0,0.0
Dallas,BS0034AR,0.0,1,0.0,100.0,0.0,3931.0,0.0
Dallas,BS0078EK,1.0,2,34.0,85.0,1.84,3519.5,11861.0
Dallas,BS0078EL,0.25,2,0.0,0.0,0.95,1901.0,1159.5
Dallas,BS0078ER,0.93,8,0.0,0.0,0.24,1462.86,383.88
Dallas,BS0078GK,0.18,4,89.0,100.0,2.15,924.5,13.75
Dallas,BS0114KK,0.14,1,32.0,56.0,2.45,5311.0,150.0
Dallas,BS0121HL,11.2,24,68.83,100.0,2.54,17022.1,744.26
Dallas,BS0121HR,4.5,10,56.8,100.0,2.14,18600.0,24.0
Dallas,FM0006 K,0.25,6,47.0,100.0,2.27,8312.17,231.33
Dallas,FM0066 K,1.0,2,2.5,11.5,1.25,1304.0,459.0
Dallas,FM0075 K,6.11,12,41.57,95.94,1.65,4107.63,6537.22
Dallas,FM0148 K,0.06,2,1.0,88.44,0.1,13872.73,476.91
Dallas,FM0156 K,14.84,30,66.63,66.63,2.84,11778.56,75.75
Dallas,FM0156 L,15.38,32,100.0,100.0,4.18,5594.5,6.53
Dallas,FM0156 R,15.37,32,99.97,100.0,3.86,5594.71,6.51
Dallas,FM0407 K,29.48,64,84.35,90.33,3.68,17236.35,1245.05
Dallas,FM0407 L,32.45,66,97.02,98.33,3.58,10065.4,318.08
Dallas,FM0407 R,32.99,67,90.14,94.19,3.42,10099.14,281.87
Dallas,FM0423 K,16.91,34,88.43,94.97,3.27,20627.5,1167.56
Dallas,FM0423 L,77.51,166,86.11,90.21,3.51,18862.35,727.56
Dallas,FM0423 R,77.95,168,92.09,95.34,3.47,18787.5,724.58
Dallas,FM0426 K,1.97,11,96.45,96.6,3.48,1200.33,456.65
Dallas,FM0455 K,5.16,11,90.64,99.57,3.26,10890.04,1032.58
Dallas,FM0455 L,10.41,22,94.58,98.89,3.31,5826.43,568.82
Dallas,FM0455 R,10.4,22,87.6,97.0,3.03,5826.99,568.78
Dallas,FM0544 K,13.34,29,85.01,94.96,3.15,9315.98,291.74
Dallas,FM0544 L,47.3,101,74.49,91.54,2.93,10841.67,437.46
Dallas,FM0544 R,47.35,101,77.28,95.66,2.95,10840.71,437.22
Dallas,FM0546 K,16.9,34,95.21,96.49,3.64,15271.8,908.11
Dallas,FM0546 L,14.81,33,89.49,96.84,3.27,8710.23,488.45
Dallas,FM0546 R,14.78,33,88.12,96.19,3.24,8713.47,488.69
Dallas,FM0548 K,4.0,8,32.75,90.25,1.99,25390.5,5251.5
Dallas,FM0549 K,2.37,7,84.9,99.5,2.98,6382.65,1042.08
Dallas,FM0550 K,0.37,3,49.33,100.0,2.31,4975.0,14.0
Dallas,FM0660 K,4.0,8,65.25,97.75,2.13,953.12,3661.38
Dallas,FM0664 K,6.88,20,93.31,98.6,3.63,15728.66,390.78
Dallas,FM0664 L,6.1,14,100.0,100.0,3.9,12388.5,1738.65
Dallas,FM0664 R,6.1,14,99.18,99.18,3.89,12388.5,1738.71
Dallas,FM0688 K,0.1,1,90.0,100.0,2.5,1550.0,4956.0
Dallas,FM0720 K,28.66,63,87.81,91.88,3.44,17858.4,87.58
Dallas,FM0720 L,44.32,89,89.49,96.87,3.24,13584.63,104.83
Dallas,FM0720 R,44.64,87,86.56,97.34,3.15,13504.39,104.71
Dallas,FM0740 K,40.61,80,74.47,92.73,3.02,16198.08,4728.45
Dallas,FM0740 L,8.14,22,81.11,95.68,2.99,10810.43,623.48
Dallas,FM0740 R,8.02,23,90.26,95.26,3.3,10597.21,605.92
Dallas,FM0741 K,3.33,16,84.31,95.43,3.17,6432.6,2197.9
Dallas,FM0741 L,14.31,26,97.88,98.79,3.45,3958.82,2598.37
Dallas,FM0741 R,14.3,26,96.73,96.73,3.65,3958.18,2595.9
Dallas,FM0813 K,1.04,2,38.5,86.0,2.25,17321.0,2067.0
Dallas,FM0813 L,0.22,2,22.0,97.5,1.7,8661.0,216.0
Dallas,FM0877 K,0.02,1,78.0,100.0,2.3,2154.0,268.0
Dallas,FM0982 K,13.64,38,90.13,94.22,3.23,10338.02,1884.42
Dallas,FM1126 K,0.5,1,100.0,100.0,4.6,1129.0,3.0
Dallas,FM1171 K,22.01,48,90.72,96.35,3.35,9289.98,990.23
Dallas,FM1171 L,80.75,167,94.28,97.18,3.45,10009.75,118.8
Dallas,FM1171 R,82.32,171,92.54,95.75,3.47,9970.3,142.18
Dallas,FM1183 K,2.5,5,82.2,100.0,3.57,931.6,123.4
Dallas,FM1382 K,0.25,1,84.0,100.0,2.9,18891.0,301.0
Dallas,FM1382 L,1.29,7,30.88,84.24,2.07,11641.37,1851.89
Dallas,FM1382 R,5.53,16,88.39,99.91,3.28,11528.6,4149.64
Dallas,FM1387 K,4.0,8,100.0,100.0,3.64,4988.12,8337.12
Dallas,FM1830 K,0.14,4,33.98,100.0,1.94,9500.7,118.43
Dallas,FM2181 K,14.25,30,87.35,95.28,3.22,15582.53,217.57
Dallas,FM2181 L,20.17,41,93.78,95.17,3.44,8537.81,91.13
Dallas,FM2181 R,20.21,41,88.05,98.96,3.11,8539.28,91.11
Dallas,FM2281 L,8.46,29,61.73,99.53,2.33,5520.55,117.38
Dallas,FM2281 R,12.24,41,73.25,100.0,2.6,5971.63,484.18
Dallas,FM2449 K,2.5,5,63.8,63.8,2.45,114.8,3912.0
Dallas,FM2478 K,6.06,14,94.45,94.74,3.59,13429.32,4575.43
Dallas,FM2478 L,41.37,85,97.01,97.77,4.26,10622.66,897.33
Dallas,FM2478 R,41.84,87,93.24,94.32,4.26,10689.49,910.59
Dallas,FM2499 L,127.94,268,90.0,98.55,3.17,16189.97,4844.77
Dallas,FM2499 R,125.94,265,87.76,96.7,3.17,16179.73,4921.71
Dallas,FM2514 K,7.28,15,85.16,90.11,3.63,11847.31,8249.07
Dallas,FM2514 L,35.03,74,88.12,90.82,3.29,7778.99,3165.66
Dallas,FM2514 R,35.01,74,91.01,95.21,3.41,7778.69,3166.95
Dallas,FM2551 K,12.59,25,88.25,98.12,3.09,12055.1,118.45
Dallas,FM2551 L,14.01,31,80.87,89.02,3.06,5321.43,489.09
Dallas,FM2551 R,13.9,31,85.0,93.73,3.1,5402.77,489.88
Dallas,FM2786 K,8.41,17,87.3,87.3,3.7,16254.92,3.23
Dallas,FM2786 L,3.88,7,100.0,100.0,3.68,10636.67,0.0
Dallas,FM2786 R,3.9,8,96.34,96.34,3.62,10634.57,0.0
Dallas,FM2859 K,1.0,2,0.0,0.0,2.98,284.0,35568.0
Dallas,FM2933 K,0.17,6,66.67,100.0,2.32,3391.17,182.83
Dallas,FM2934 L,36.34,92,93.71,97.44,3.37,14226.74,213.99
Dallas,FM2934 R,36.31,90,87.05,92.95,3.16,14224.15,214.19
Dallas,FM3040 L,70.52,150,96.28,98.34,3.34,12268.82,311.15
Dallas,FM3040 R,70.52,150,98.8,99.28,3.66,12268.82,311.15
Dallas,FM3097 K,5.23,12,80.37,83.64,3.39,16518.5,206.49
Dallas,FM3097 L,3.28,8,92.43,98.06,3.16,10710.75,114.21
Dallas,FM3097 R,3.26,8,99.57,100.0,3.69,10710.75,113.5
Dallas,FM3286 K,3.5,7,83.0,85.14,3.36,7321.29,999.43
Dallas,FM3537 K,16.24,35,96.43,97.02,3.89,20216.29,0.0
Dallas,FM3537 L,20.4,45,92.93,93.74,3.89,11651.53,0.0
Dallas,FM3537 R,20.4,45,89.5,90.29,3.74,11613.12,0.0
Dallas,FM3549 K,3.1,7,78.0,98.71,3.06,4726.82,1.93
Dallas,FM3549 L,2.51,4,93.71,96.81,3.12,4160.5,5.0
Dallas,FM3549 R,2.51,4,99.1,99.7,3.34,4160.5,5.0
Dallas,IH0020 A,103.43,265,89.05,96.79,3.24,3098.99,4083.8
Dallas,IH0020 L,371.37,938,80.88,84.45,3.62,45896.58,1785.84
Dallas,IH0020 R,328.09,855,80.9,85.48,3.5,48176.65,1636.84
Dallas,IH0020 X,83.92,220,85.97,96.77,3.18,4874.65,4168.74
Dallas,IH0030 A,136.56,332,61.03,93.52,2.25,8194.01,2678.86
Dallas,IH0030 L,597.62,1331,88.26,92.37,3.46,59097.95,2348.48
Dallas,IH0030 R,596.81,1317,85.69,90.8,3.41,59838.72,2349.45
Dallas,IH0030 X,155.41,373,61.82,92.08,2.39,8341.84,2361.24
Dallas,IH0035 A,6.57,13,86.76,98.25,3.3,7196.85,4164.24
Dallas,IH0035 L,1.0,2,97.0,97.0,3.79,36299.0,2697.0
Dallas,IH0035 R,1.5,3,86.35,100.0,3.45,35493.41,4027.89
Dallas,IH0035 X,10.13,20,96.63,96.63,3.61,12778.74,4401.83
Dallas,IH0035EA,124.68,304,75.32,93.16,2.62,4390.59,1829.22
Dallas,IH0035EL,780.02,1859,86.02,90.58,3.59,40674.5,1021.6
Dallas,IH0035ER,792.2,1872,87.15,91.97,3.62,43055.5,1136.3
Dallas,IH0035EX,110.4,255,77.34,90.54,2.75,4565.76,2412.48
Dallas,IH0035WA,27.56,78,84.06,99.29,3.07,7506.28,1040.92
Dallas,IH0035WL,118.58,323,75.79,78.31,3.34,10884.62,812.96
Dallas,IH0035WR,123.3,334,70.81,74.84,3.29,11604.23,856.58
Dallas,IH0035WX,27.11,82,75.65,96.51,2.53,6069.6,1479.56
Dallas,IH0045 A,67.32,152,84.26,94.88,2.78,2122.98,2253.61
Dallas,IH0045 L,1338.71,2906,88.2,91.89,3.68,24111.71,1577.41
Dallas,IH0045 R,1373.21,2984,89.08,92.37,3.64,23744.87,1553.32
Dallas,IH0045 X,74.54,169,82.47,94.18,2.73,2410.24,2789.31
Dallas,IH0345 A,0.38,1,56.0,100.0,2.44,41091.0,143.0
Dallas,IH0345 L,8.99,21,45.25,72.36,2.54,93466.44,7916.94
Dallas,IH0345 R,10.73,24,33.88,82.16,2.04,89318.09,6658.07
Dallas,IH0345 X,0.91,2,31.5,50.0,2.55,36495.0,85.0
Dallas,IH0635 A,67.64,173,59.42,92.47,2.42,14121.99,2529.85
Dallas,IH0635 L,764.23,1886,77.08,85.07,3.27,85464.63,3041.66
Dallas,IH0635 R,758.22,1865,78.62,87.31,3.27,84847.42,3072.02
Dallas,IH0635 X,52.19,129,52.61,87.95,2.35,12577.75,1805.5
Dallas,PA1811 L,1.2,6,46.33,97.98,2.29,5846.55,0.0
Dallas,PA1811 R,1.2,6,61.08,98.49,2.54,5846.55,0.0
Dallas,SH0005 K,0.96,4,83.13,100.0,2.88,8394.84,181.02
Dallas,SH0005 L,13.36,32,97.99,99.0,3.51,6736.38,321.11
Dallas,SH0005 R,12.94,33,95.35,97.16,3.79,6698.19,330.61
Dallas,SH0022 K,6.83,14,0.0,0.0,3.49,1978.19,21.88
Dallas,SH0031 K,31.9,74,88.92,95.74,3.49,11663.45,3243.25
Dallas,SH0031 L,149.11,317,97.3,97.39,3.91,2859.4,1559.52
Dallas,SH0031 R,46.21,101,99.12,99.27,3.75,2920.09,1194.32
Dallas,SH0034 K,9.69,24,56.96,70.81,2.79,6004.86,6358.04
Dallas,SH0034 L,55.58,111,88.83,99.82,3.03,5379.87,4107.29
Dallas,SH0034 R,55.71,112,87.12,98.07,3.11,5482.21,3979.8
Dallas,SH0066 L,2.45,5,0.0,0.0,3.86,13110.88,1290.01
Dallas,SH0066 R,1.5,3,31.0,33.33,3.7,13446.67,1220.33
Dallas,SH0075 K,1.1,2,0.0,0.0,3.56,454.55,0.0
Dallas,SH0078 K,18.23,44,89.82,91.57,3.63,17086.52,657.07
Dallas,SH0078 L,71.45,144,81.77,92.63,3.17,11975.1,248.29
Dallas,SH0078 R,72.89,147,83.34,94.04,3.21,12044.55,253.71
Dallas,SH0114 A,79.19,170,75.96,91.32,2.8,4758.76,1406.29
Dallas,SH0114 K,28.87,57,97.92,98.13,3.8,21041.54,1068.59
Dallas,SH0114 L,305.73,677,87.84,95.17,3.44,27406.17,985.53
Dallas,SH0114 R,300.14,654,85.65,92.71,3.39,30298.09,1283.92
Dallas,SH0114 X,76.78,167,79.6,93.81,2.83,4594.78,1391.2
Dallas,SH0121 A,187.03,401,92.81,96.23,3.52,18921.48,10.16
Dallas,SH0121 K,24.83,50,96.21,96.85,3.8,19331.41,674.09
Dallas,SH0121 L,33.35,69,90.66,96.95,3.47,30195.72,123.68
Dallas,SH0121 R,33.78,73,93.75,99.5,3.53,29359.23,114.49
Dallas,SH0121 X,194.96,398,90.27,94.88,3.5,22794.84,11.84
Dallas,SH0161 A,96.02,198,81.24,97.49,2.88,8881.86,202.0
Dallas,SH0161 L,69.32,147,88.38,97.33,3.25,37752.89,3909.55
Dallas,SH0161 R,68.99,148,87.83,99.35,3.13,37997.7,3927.63
Dallas,SH0161 X,96.56,202,83.0,98.35,2.88,8470.19,204.53
Dallas,SH0170 A,6.39,15,67.45,73.13,3.32,11482.13,377.48
Dallas,SH0170 L,32.26,80,77.58,89.5,3.08,15799.16,259.9
Dallas,SH0170 R,30.99,79,72.99,85.84,3.01,15590.02,256.27
Dallas,SH0170 X,6.66,15,62.2,69.03,3.06,7751.13,443.42
Dallas,SH0180 L,52.91,116,68.64,91.57,2.68,10425.54,1273.32
Dallas,SH0180 R,15.81,42,46.36,89.62,2.29,10676.36,706.9
Dallas,SH0183 A,20.47,43,78.85,95.59,2.95,14258.84,3025.12
Dallas,SH0183 L,39.09,79,83.58,93.12,3.39,70562.76,2793.93
Dallas,SH0183 R,38.33,79,85.06,94.21,3.34,69711.76,2716.37
Dallas,SH0183 X,5.0,10,100.0,100.0,3.98,9845.5,3753.0
Dallas,SH0190 A,59.41,126,82.69,93.38,2.84,3198.9,677.12
Dallas,SH0190 X,58.84,125,87.72,95.19,3.01,4499.45,672.18
Dallas,SH0198 K,15.46,30,85.92,93.39,3.16,16771.81,878.63
Dallas,SH0205 K,3.76,17,78.45,100.0,2.94,17252.17,366.78
Dallas,SH0205 L,35.83,73,82.37,93.77,3.02,15302.74,4492.19
Dallas,SH0205 R,36.05,73,73.23,94.16,2.8,15299.18,4556.36
Dallas,SH0276 K,5.69,15,89.4,97.53,3.24,16799.66,352.91
Dallas,SH0276 L,1.77,3,87.28,94.36,3.2,6052.0,0.0
Dallas,SH0276 R,1.76,3,92.04,97.73,3.24,6052.0,0.0
Dallas,SH0289 A,2.28,7,86.91,93.01,3.19,9035.86,1538.88
Dallas,SH0289 K,11.66,26,92.91,94.65,3.85,9383.31,450.89
Dallas,SH0289 L,159.17,315,95.79,98.44,3.89,13359.03,607.95
Dallas,SH0289 R,158.34,312,94.85,96.73,3.83,13303.39,608.71
Dallas,SH0289 X,1.07,2,100.0,100.0,3.26,99.0,1300.5
Dallas,SH0310 A,1.22,9,84.49,89.55,2.69,3885.02,800.16
Dallas,SH0310 L,40.84,92,93.69,96.39,3.37,7754.96,2046.34
Dallas,SH0310 R,47.19,107,84.01,92.2,3.07,7133.81,2297.62
Dallas,SH0310 X,0.86,4,81.28,100.0,2.91,774.13,0.0
Dallas,SH0342 L,4.5,9,100.0,100.0,3.95,14604.0,859.67
Dallas,SH0342 R,4.5,9,88.56,98.0,3.65,14604.0,859.67
Dallas,SH0352 K,2.22,4,64.12,72.35,2.94,20318.56,5155.31
Dallas,SH0352 L,8.57,19,46.43,99.32,2.25,10378.76,1537.18
Dallas,SH0352 R,4.11,14,73.01,93.78,2.78,11078.52,1588.61
Dallas,SH0356 A,1.0,2,26.5,33.5,1.15,865.0,3837.0
Dallas,SH0356 L,6.62,14,65.11,70.25,3.16,10903.52,2116.02
Dallas,SH0356 R,1.6,4,78.0,79.88,3.4,11582.44,3259.88
Dallas,SH0356 X,1.0,2,97.5,100.0,2.58,1117.0,243.0
Dallas,SH0360 A,2.43,4,94.44,94.44,4.11,2810.11,0.5
Dallas,SH0360 K,25.49,58,82.73,95.63,3.19,17432.87,329.55
Dallas,SH0360 L,3.41,7,100.0,100.0,4.27,5129.19,0.0
Dallas,SH0360 R,3.25,6,100.0,100.0,3.96,5121.87,0.0
Dallas,SH0360 X,2.45,4,100.0,100.0,4.22,2585.06,0.5
Dallas,SL0012 A,9.83,19,88.86,89.21,2.96,1986.25,1717.71
Dallas,SL0012 L,203.66,442,62.72,79.11,2.9,37515.32,1551.57
Dallas,SL0012 R,243.33,545,63.89,80.23,2.85,44463.13,1660.71
Dallas,SL0012 X,18.55,37,78.14,95.58,2.58,4426.68,1427.08
Dallas,SL0288 L,55.01,115,91.43,95.6,3.35,15444.92,3300.85
Dallas,SL0288 R,49.31,103,96.05,98.53,3.38,15729.91,3650.91
Dallas,SL0354 L,15.79,39,69.63,97.56,2.58,11081.03,327.58
Dallas,SL0354 R,12.74,33,56.89,93.68,2.4,10183.24,405.96
Dallas,SL0561 K,0.2,1,0.0,100.0,0.0,120.0,0.0
Dallas,SS0226 K,0.02,1,1.0,98.0,0.1,9236.0,0.0
Dallas,SS0226 R,0.02,1,1.0,89.0,0.1,5036.0,2.0
Dallas,SS0263 K,0.07,4,0.0,98.25,0.0,23.0,5.25
Dallas,SS0303 L,12.75,27,80.51,97.92,3.03,8088.39,986.95
Dallas,SS0303 R,5.27,12,68.24,93.55,2.82,7691.48,2209.14
Dallas,SS0348 A,5.32,11,79.09,99.27,2.67,2890.82,946.45
Dallas,SS0348 L,17.97,53,93.1,97.82,3.78,21275.82,507.08
Dallas,SS0348 R,21.8,75,72.25,91.42,3.23,18854.03,390.53
Dallas,SS0348 X,4.22,8,99.62,99.75,2.94,1646.78,1287.26
